,0,1,2,3,4,5,6,7,8,9,10
2561,0.0,981000.0,200000.0,2434843.9989,0.0,0.0,0.0,79978.0,0.0,0.0,0.0
2562,0.0,131996119.09600002,5473212.802,101204483.61289999,2997410.995,0.0,292953.748,4555897.9155,8515033.1145,23282.5,0.0
2563,0.0,12605515.454000002,11692565.542299999,51774053.194,1258817.415,0.0,160740.002,6583016.0765,12233224.845500002,93130.0,0.0
