camp_owner,faculty_owner,budget_year,budget
วิทยาเขตหาดใหญ่,ศูนย์ส่งเสริมศิลปะและวัฒนธรรม,2554,44275.0
วิทยาเขตหาดใหญ่,ศูนย์ส่งเสริมศิลปะและวัฒนธรรม,2556,308000.0
วิทยาเขตหาดใหญ่,ศูนย์ส่งเสริมศิลปะและวัฒนธรรม,2557,190000.0
วิทยาเขตหาดใหญ่,ศูนย์ส่งเสริมศิลปะและวัฒนธรรม,2562,
วิทยาเขตหาดใหญ่,ศูนย์เครื่องมือวิทยาศาสตร์,2553,574200.0
วิทยาเขตหาดใหญ่,ศูนย์เครื่องมือวิทยาศาสตร์,2554,216667.0
วิทยาเขตหาดใหญ่,ศูนย์เครื่องมือวิทยาศาสตร์,2556,211400.0
วิทยาเขตหาดใหญ่,ศูนย์เครื่องมือวิทยาศาสตร์,2557,348999.99
วิทยาเขตหาดใหญ่,ศูนย์เครื่องมือวิทยาศาสตร์,2559,851629.0
วิทยาเขตหาดใหญ่,ศูนย์เครื่องมือวิทยาศาสตร์,2562,38828600.0
วิทยาเขตหาดใหญ่,สถาบันการจัดการระบบสุขภาพภาคใต้ (สจรส.ม.อ.),2559,576500.0
วิทยาเขตหาดใหญ่,สถาบันการจัดการระบบสุขภาพภาคใต้ (สจรส.ม.อ.),2560,500000.0
วิทยาเขตหาดใหญ่,สถาบันการจัดการระบบสุขภาพภาคใต้ (สจรส.ม.อ.),2561,350000.0
วิทยาเขตหาดใหญ่,สถาบันทรัพยากรทะเลและชายฝั่ง,2553,
วิทยาเขตหาดใหญ่,สถาบันทรัพยากรทะเลและชายฝั่ง,2554,633334.0
วิทยาเขตหาดใหญ่,สถาบันทรัพยากรทะเลและชายฝั่ง,2556,181568.0
วิทยาเขตหาดใหญ่,สถาบันทรัพยากรทะเลและชายฝั่ง,2557,220000.0
วิทยาเขตหาดใหญ่,สถาบันทรัพยากรทะเลและชายฝั่ง,2558,718000.0
วิทยาเขตหาดใหญ่,สถาบันทรัพยากรทะเลและชายฝั่ง,2559,2591439.96
วิทยาเขตหาดใหญ่,สถาบันทรัพยากรทะเลและชายฝั่ง,2560,250860.0
วิทยาเขตหาดใหญ่,สถาบันทรัพยากรทะเลและชายฝั่ง,2561,2155970.0
วิทยาเขตหาดใหญ่,สถาบันทรัพยากรทะเลและชายฝั่ง,2562,1416000.0
วิทยาเขตหาดใหญ่,สถาบันวิศวกรรมชีวการแพทย์,2556,
วิทยาเขตหาดใหญ่,สถาบันสันติศึกษา,2555,
วิทยาเขตหาดใหญ่,สถาบันสันติศึกษา,2557,3139180.0
วิทยาเขตหาดใหญ่,สถาบันสันติศึกษา,2558,760760.0
วิทยาเขตหาดใหญ่,สถาบันสันติศึกษา,2559,620400.0
วิทยาเขตหาดใหญ่,สถาบันสันติศึกษา,2562,2777200.0
วิทยาเขตหาดใหญ่,สถาบันฮาลาล มหาวิทยาลัยสงขลานครินทร์,2559,400000.0
วิทยาเขตหาดใหญ่,สำนักงานอธิการบดี,2553,
วิทยาเขตหาดใหญ่,สำนักงานอธิการบดี,2554,26358.0
วิทยาเขตหาดใหญ่,สำนักงานอธิการบดี,2557,449500.0
วิทยาเขตหาดใหญ่,สำนักงานอธิการบดี,2559,2480100.0
วิทยาเขตหาดใหญ่,สำนักงานอธิการบดี,2560,4082109.9800000004
วิทยาเขตหาดใหญ่,สำนักงานอธิการบดี,2561,4539510.0
วิทยาเขตหาดใหญ่,สำนักงานอธิการบดี,2562,2155038.0
วิทยาเขตหาดใหญ่,สำนักวิจัยและพัฒนา,2555,3215800.0
วิทยาเขตหาดใหญ่,สำนักวิจัยและพัฒนา,2556,1756404.0
วิทยาเขตหาดใหญ่,สำนักวิจัยและพัฒนา,2558,3558487.98
วิทยาเขตหาดใหญ่,สำนักวิจัยและพัฒนา,2559,27341029.99
วิทยาเขตหาดใหญ่,สำนักวิจัยและพัฒนา,2560,11394739.98
วิทยาเขตหาดใหญ่,สำนักวิจัยและพัฒนา,2561,6280987.0
วิทยาเขตหาดใหญ่,สำนักวิจัยและพัฒนา,2562,6058811.0
วิทยาเขตหาดใหญ่,อุทยานวิทยาศาสตร์ มหาวิทยาลัยสงขลานครินทร์,2561,26972000.0
