,2
2554,1100008.575
2555,19147379.02
2556,29277796.245
2557,26430764.61454545
2558,31402392.66090909
2559,18511512.936409093
2560,19356620.38236364
2561,20134974.329000004
2562,18889227.609499995
2563,15520690.448799998
