,7
2554,1583444.67
2555,5485843.22
2556,6318210.9705
2557,14004505.866166664
2558,13740215.798
2559,20357921.975
2560,18389353.686499994
2561,15403192.730999995
2562,12822562.148999998
2563,7578768.4750000015
