,6
2554,648760.0
2555,13506018.35
2556,7507862.68
2557,5053778.3999999985
2558,2500519.79
2559,2649674.108
2560,2139663.7640000004
2561,2512960.3780000005
2562,1925453.7480000001
2563,561573.3319999999
