,4
2554,1000000.0
2555,1008742.67
2556,4501863.329999999
2557,8239048.1099999985
2558,19258248.26
2559,17127871.174000002
2560,12806074.174
2561,11084210.574
2562,8536563.065
2563,1576150.283
